From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
NKRF	Q8BY02	reviewed	NKRF_MOUSE	NF-kappa-B-repressing factor (NFkB-repressing factor) (Transcription factor NRF)	Nkrf Nrf	Mus musculus (Mouse)	690	ATPase activator activity [GO:0001671]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
DRGX	Q8BYH0	reviewed	DRGX_MOUSE	Dorsal root ganglia homeobox protein (Dorsal root ganglion 11) (Homeobox protein DRG11) (Paired-related homeobox protein-like 1)	Drgx Drg11 Prrxl1	Mus musculus (Mouse)	263	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
CAPS2	Q8BYR5	reviewed	CAPS2_MOUSE	Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2)	Cadps2 Caps2	Mus musculus (Mouse)	1297	lipid binding [GO:0008289]; metal ion binding [GO:0046872]
ZNF641	Q8BZ34	reviewed	ZN641_MOUSE	Zinc finger protein 641	Znf641 Zfp641	Mus musculus (Mouse)	422	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
STON2	Q8BZ60	reviewed	STON2_MOUSE	Stonin-2 (Stoned B)	Ston2 Stn2 Stnb	Mus musculus (Mouse)	895	clathrin adaptor activity [GO:0035615]
ZMAT4	Q8BZ94	reviewed	ZMAT4_MOUSE	Zinc finger matrin-type protein 4	Zmat4	Mus musculus (Mouse)	229	DNA binding [GO:0003677]; identical protein binding [GO:0042802]; zinc ion binding [GO:0008270]
METTL25B	Q8BZG5	reviewed	MT25B_MOUSE	Methyltransferase-like protein 25B (Protein RRNAD1)	Mettl25b Rrnad1	Mus musculus (Mouse)	475	
MAP1S	Q8C052	reviewed	MAP1S_MOUSE	Microtubule-associated protein 1S (MAP-1S) (BPY2-interacting protein 1) (Microtubule-associated protein 8) [Cleaved into: MAP1S heavy chain; MAP1S light chain]	Map1s Bpy2ip1 Map8 Mtap1s	Mus musculus (Mouse)	973	actin binding [GO:0003779]; actin filament binding [GO:0051015]; beta-tubulin binding [GO:0048487]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; tubulin binding [GO:0015631]
KIF2B	Q8C0N1	reviewed	KIF2B_MOUSE	Kinesin-like protein KIF2B	Kif2b	Mus musculus (Mouse)	668	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
USP37	Q8C0R0	reviewed	UBP37_MOUSE	Ubiquitin carboxyl-terminal hydrolase 37 (EC 3.4.19.12) (Deubiquitinating enzyme 37) (Ubiquitin thioesterase 37) (Ubiquitin-specific-processing protease 37)	Usp37 Kiaa1594	Mus musculus (Mouse)	979	cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; protein kinase binding [GO:0019901]
MFSD9	Q8C0T7	reviewed	MFSD9_MOUSE	Major facilitator superfamily domain-containing protein 9	Mfsd9	Mus musculus (Mouse)	466	transmembrane transporter activity [GO:0022857]
GALNT5	Q8C102	reviewed	GALT5_MOUSE	Polypeptide N-acetylgalactosaminyltransferase 5 (EC 2.4.1.41) (Polypeptide GalNAc transferase 5) (GalNAc-T5) (pp-GaNTase 5) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5)	Galnt5	Mus musculus (Mouse)	930	carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]
CPS1	Q8C196	reviewed	CPSM_MOUSE	Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)	Cps1	Mus musculus (Mouse)	1500	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; carbamoyl-phosphate synthase (ammonia) activity [GO:0004087]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; endopeptidase activity [GO:0004175]; glutamate binding [GO:0016595]; metal ion binding [GO:0046872]; modified amino acid binding [GO:0072341]; phospholipid binding [GO:0005543]; potassium ion binding [GO:0030955]; protein-containing complex binding [GO:0044877]; small molecule binding [GO:0036094]
ZNF428	Q8C1M2	reviewed	ZN428_MOUSE	Zinc finger protein 428	Znf428 Zfp428	Mus musculus (Mouse)	176	metal ion binding [GO:0046872]
TRMT10A	Q8C1Z8	reviewed	TM10A_MOUSE	tRNA methyltransferase 10 homolog A (EC 2.1.1.221) (RNA (guanine-9-)-methyltransferase domain-containing protein 2) (tRNA (guanine(9)-N(1))-methyltransferase TRMT10A)	Trmt10a Rg9mtd2	Mus musculus (Mouse)	328	tRNA (guanosine(9)-N1)-methyltransferase activity [GO:0052905]; tRNA binding [GO:0000049]
TBL3	Q8C4J7	reviewed	TBL3_MOUSE	Transducin beta-like protein 3	Tbl3	Mus musculus (Mouse)	801	U3 snoRNA binding [GO:0034511]
RBM34	Q8C5L7	reviewed	RBM34_MOUSE	RNA-binding protein 34 (RNA-binding motif protein 34)	Rbm34 D8Ertd233e	Mus musculus (Mouse)	442	rRNA binding [GO:0019843]
PELI1	Q8C669	reviewed	PELI1_MOUSE	E3 ubiquitin-protein ligase pellino homolog 1 (Pellino-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase pellino homolog 1)	Peli1	Mus musculus (Mouse)	418	ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
RPS19BP1	Q8C6B9	reviewed	AROS_MOUSE	Active regulator of SIRT1 (40S ribosomal protein S19-binding protein 1) (RPS19-binding protein 1) (S19BP)	Rps19bp1 Aros	Mus musculus (Mouse)	143	enzyme binding [GO:0019899]
FAM204A	Q8C6C7	reviewed	F204A_MOUSE	Protein FAM204A	Fam204a D19Ertd737e	Mus musculus (Mouse)	236	
SDHAF2	Q8C6I2	reviewed	SDHF2_MOUSE	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	Sdhaf2 Pgl2 Sdh5	Mus musculus (Mouse)	164	
UTP15	Q8C7V3	reviewed	UTP15_MOUSE	U3 small nucleolar RNA-associated protein 15 homolog (Src-associated protein SAW)	Utp15	Mus musculus (Mouse)	528	
TSR2	Q8C8T8	reviewed	TSR2_MOUSE	Pre-rRNA-processing protein TSR2 homolog	Tsr2	Mus musculus (Mouse)	191	
ZXDC	Q8C8V1	reviewed	ZXDC_MOUSE	Zinc finger protein ZXDC	Zxdc	Mus musculus (Mouse)	858	C2H2 zinc finger domain binding [GO:0070742]; LRR domain binding [GO:0030275]; metal ion binding [GO:0046872]; transcription coactivator activity [GO:0003713]; transcription coregulator activity [GO:0003712]
EPC1	Q8C9X6	reviewed	EPC1_MOUSE	Enhancer of polycomb homolog 1	Epc1	Mus musculus (Mouse)	813	chromatin-protein adaptor activity [GO:0140463]; enzyme-substrate adaptor activity [GO:0140767]
RASSF4	Q8CB96	reviewed	RASF4_MOUSE	Ras association domain-containing protein 4	Rassf4	Mus musculus (Mouse)	322	
NRIP1	Q8CBD1	reviewed	NRIP1_MOUSE	Nuclear receptor-interacting protein 1 (Nuclear factor RIP140) (Receptor-interacting protein 140)	Nrip1	Mus musculus (Mouse)	1161	histone deacetylase binding [GO:0042826]; nuclear estrogen receptor binding [GO:0030331]; nuclear glucocorticoid receptor binding [GO:0035259]; nuclear receptor binding [GO:0016922]; nuclear retinoic acid receptor binding [GO:0042974]; nuclear retinoid X receptor binding [GO:0046965]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; signaling receptor binding [GO:0005102]; transcription coactivator activity [GO:0003713]; transcription corepressor activity [GO:0003714]
DPPA4	Q8CCG4	reviewed	DPPA4_MOUSE	Developmental pluripotency-associated protein 4 (Embryonic stem cell-associated transcript 15-1 protein) (ECAT15-1)	Dppa4	Mus musculus (Mouse)	296	chromatin binding [GO:0003682]
BCAS3	Q8CCN5	reviewed	BCAS3_MOUSE	BCAS3 microtubule associated cell migration factor (Breast carcinoma-amplified sequence 3 homolog) (K20D4) (Protein rudhira)	Bcas3	Mus musculus (Mouse)	928	acetyltransferase activator activity [GO:0010698]; beta-tubulin binding [GO:0048487]; chromatin binding [GO:0003682]; histone acetyltransferase binding [GO:0035035]; histone binding [GO:0042393]; nuclear receptor binding [GO:0016922]; phosphatidylinositol binding [GO:0035091]
RIOX2	Q8CD15	reviewed	RIOX2_MOUSE	Ribosomal oxygenase 2 (Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA) (EC 1.14.11.79) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen)	Riox2 Mina Mina53	Mus musculus (Mouse)	465	histone H3K36 demethylase activity [GO:0051864]; histone H3K4 demethylase activity [GO:0032453]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; peptidyl-histidine dioxygenase activity [GO:0036139]; transcription corepressor activity [GO:0003714]
TTC27	Q8CD92	reviewed	TTC27_MOUSE	Tetratricopeptide repeat protein 27 (TPR repeat protein 27)	Ttc27	Mus musculus (Mouse)	847	
PUS7L	Q8CE46	reviewed	PUS7L_MOUSE	Pseudouridylate synthase PUS7L (EC 5.4.99.-) (Pseudouridylate synthase 7 homolog-like protein)	Pus7l	Mus musculus (Mouse)	702	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]
SNX30	Q8CE50	reviewed	SNX30_MOUSE	Sorting nexin-30	Snx30	Mus musculus (Mouse)	437	phosphatidylinositol binding [GO:0035091]
ZNF276	Q8CE64	reviewed	ZN276_MOUSE	Zinc finger protein 276 (Zfp-276)	Znf276 Zfp276	Mus musculus (Mouse)	614	chromatin insulator sequence binding [GO:0043035]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]
FAM229B	Q8CF36	reviewed	F229B_MOUSE	Protein FAM229B	Fam229b	Mus musculus (Mouse)	80	
COX10	Q8CFY5	reviewed	COX10_MOUSE	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.141) (Heme O synthase)	Cox10	Mus musculus (Mouse)	443	farnesyltranstransferase activity [GO:0004311]; protoheme IX farnesyltransferase activity [GO:0008495]
SMC2	Q8CG48	reviewed	SMC2_MOUSE	Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (FGF-inducible protein 16) (XCAP-E homolog)	Smc2 Cape Fin16 Smc2l1	Mus musculus (Mouse)	1191	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; chromatin binding [GO:0003682]; single-stranded DNA binding [GO:0003697]
P3H3	Q8CG70	reviewed	P3H3_MOUSE	Prolyl 3-hydroxylase 3 (EC 1.14.11.7) (Leprecan-like protein 2) (Protein B)	P3h3 Leprel2	Mus musculus (Mouse)	732	iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 3-dioxygenase activity [GO:0019797]
RBM28	Q8CGC6	reviewed	RBM28_MOUSE	RNA-binding protein 28 (RNA-binding motif protein 28)	Rbm28	Mus musculus (Mouse)	750	RNA binding [GO:0003723]
RGS12	Q8CGE9	reviewed	RGS12_MOUSE	Regulator of G-protein signaling 12 (RGS12)	Rgs12	Mus musculus (Mouse)	1381	G-protein alpha-subunit binding [GO:0001965]; GTPase activator activity [GO:0005096]; GTPase regulator activity [GO:0030695]
PYM1	Q8CHP5	reviewed	PYM1_MOUSE	Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)	Pym1 Pym Wibg	Mus musculus (Mouse)	203	ribosome binding [GO:0043022]; RNA binding [GO:0003723]
STEAP3	Q8CI59	reviewed	STEA3_MOUSE	Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Protein nm1054) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6)	Steap3 Tsap6	Mus musculus (Mouse)	488	cupric reductase activity [GO:0008823]; FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]; ferric-chelate reductase activity [GO:0000293]; heme binding [GO:0020037]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]
THTPA	Q8JZL3	reviewed	THTPA_MOUSE	Thiamine-triphosphatase (ThTPase) (EC 3.6.1.28)	Thtpa	Mus musculus (Mouse)	224	magnesium ion binding [GO:0000287]; thiamine triphosphate phosphatase activity [GO:0050333]
AMDHD2	Q8JZV7	reviewed	NAGA_MOUSE	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25) (Amidohydrolase domain-containing protein 2)	Amdhd2	Mus musculus (Mouse)	409	metal ion binding [GO:0046872]; N-acetylgalactosamine-6-phosphate deacetylase activity [GO:0047419]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]
TMA7	Q8K003	reviewed	TMA7_MOUSE	Translation machinery-associated protein 7 (Coiled-coil domain-containing protein 72)	Tma7 Ccdc72	Mus musculus (Mouse)	64	
EIPR1	Q8K0G5	reviewed	EIPR1_MOUSE	EARP and GARP complex-interacting protein 1 (Endosome-associated recycling protein-interacting protein) (Golgi-associated retrograde protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein)	Eipr1 Tssc1	Mus musculus (Mouse)	386	
MEAK7	Q8K0P3	reviewed	MEAK7_MOUSE	MTOR-associated protein MEAK7 (MEAK7) (TBC/LysM-associated domain-containing protein 1) (TLD domain-containing protein 1)	Meak7 Kiaa1609 Tldc1	Mus musculus (Mouse)	455	
SNAPC1	Q8K0S9	reviewed	SNPC1_MOUSE	snRNA-activating protein complex subunit 1 (SNAPc subunit 1) (Small nuclear RNA-activating complex polypeptide 1) (snRNA-activating protein complex 43 kDa subunit) (SNAPc 43 kDa subunit)	Snapc1	Mus musculus (Mouse)	389	sequence-specific DNA binding [GO:0043565]
KIAA0319L	Q8K135	reviewed	K319L_MOUSE	Dyslexia-associated protein KIAA0319-like protein (Adeno-associated virus receptor) (AAVR)	Kiaa0319l Aavr	Mus musculus (Mouse)	1048	
DLK2	Q8K1E3	reviewed	DLK2_MOUSE	Protein delta homolog 2 (DLK-2) (Endothelial cell-specific protein S-1) (Epidermal growth factor-like protein 9) (EGF-like protein 9)	Dlk2 Egfl9	Mus musculus (Mouse)	382	calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; Notch binding [GO:0005112]
KREMEN2	Q8K1S7	reviewed	KREM2_MOUSE	Kremen protein 2 (Dickkopf receptor 2) (Kringle domain-containing transmembrane protein 2) (Kringle-containing protein marking the eye and the nose)	Kremen2	Mus musculus (Mouse)	461	
ARFIP2	Q8K221	reviewed	ARFP2_MOUSE	Arfaptin-2 (ADP-ribosylation factor-interacting protein 2)	Arfip2	Mus musculus (Mouse)	341	GTP-dependent protein binding [GO:0030742]; identical protein binding [GO:0042802]; membrane curvature sensor activity [GO:0140090]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]
NAT10	Q8K224	reviewed	NAT10_MOUSE	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10)	Nat10 Kiaa1709	Mus musculus (Mouse)	1024	ATP binding [GO:0005524]; DNA polymerase binding [GO:0070182]; mRNA N-acetyltransferase activity [GO:0106162]; N-acetyltransferase activity [GO:0008080]; rRNA cytidine N-acetyltransferase activity [GO:1990883]; tRNA binding [GO:0000049]
GIN1	Q8K259	reviewed	GIN1_MOUSE	Gypsy retrotransposon integrase-like protein 1 (GIN-1) (Zinc finger H2C2 domain-containing protein)	Gin1 Zh2c2	Mus musculus (Mouse)	518	nucleic acid binding [GO:0003676]
ABCF3	Q8K268	reviewed	ABCF3_MOUSE	ATP-binding cassette sub-family F member 3	Abcf3	Mus musculus (Mouse)	709	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
GTF3C1	Q8K284	reviewed	TF3C1_MOUSE	General transcription factor 3C polypeptide 1 (TF3C-alpha) (TFIIIC box B-binding subunit) (Transcription factor IIIC 220 kDa subunit) (TFIIIC 220 kDa subunit) (TFIIIC220) (Transcription factor IIIC subunit alpha)	Gtf3c1	Mus musculus (Mouse)	2101	DNA binding [GO:0003677]; RNA polymerase III general transcription initiation factor activity [GO:0000995]
SDHA	Q8K2B3	reviewed	SDHA_MOUSE	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)	Sdha	Mus musculus (Mouse)	664	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; fumarate reductase (menaquinone) [GO:0102040]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]
LURAP1L	Q8K2P1	reviewed	LUR1L_MOUSE	Leucine rich adaptor protein 1-like	Lurap1l D4Bwg0951e	Mus musculus (Mouse)	221	
ZNF668	Q8K2R5	reviewed	ZN668_MOUSE	Zinc finger protein 668	Znf668 Zfp668	Mus musculus (Mouse)	619	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
NCAPD2	Q8K2Z4	reviewed	CND1_MOUSE	Condensin complex subunit 1 (Chromosome condensation-related SMC-associated protein 1) (Chromosome-associated protein D2) (mCAP-D2) (Non-SMC condensin I complex subunit D2) (XCAP-D2 homolog)	Ncapd2 Capd2 Cnap1 Kiaa0159	Mus musculus (Mouse)	1392	histone binding [GO:0042393]
DDX52	Q8K301	reviewed	DDX52_MOUSE	Probable ATP-dependent RNA helicase DDX52 (EC 3.6.4.13) (ATP-dependent RNA helicase ROK1-like) (DEAD box protein 52)	Ddx52 Rok1	Mus musculus (Mouse)	598	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
DDX18	Q8K363	reviewed	DDX18_MOUSE	ATP-dependent RNA helicase DDX18 (EC 3.6.4.13) (DEAD box protein 18)	Ddx18	Mus musculus (Mouse)	660	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
GLCCI1	Q8K3I9	reviewed	GLCI1_MOUSE	Glucocorticoid-induced transcript 1 protein (Glucocorticoid-induced gene 18 protein) (Testhymin) (Thymocyte/spermatocyte selection protein 1)	Glcci1 Gig18 Tssn1	Mus musculus (Mouse)	537	
CABLES2	Q8K3M5	reviewed	CABL2_MOUSE	CDK5 and ABL1 enzyme substrate 2 (Interactor with CDK3 2) (Ik3-2)	Cables2	Mus musculus (Mouse)	476	
LIN28A	Q8K3Y3	reviewed	LN28A_MOUSE	Protein lin-28 homolog A (Lin-28A) (Testis-expressed protein 17)	Lin28a Lin28 Tex17	Mus musculus (Mouse)	209	G-quadruplex RNA binding [GO:0002151]; miRNA binding [GO:0035198]; mRNA binding [GO:0003729]; polysome binding [GO:1905538]; pre-miRNA binding [GO:0070883]; protein-RNA adaptor activity [GO:0140517]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; translation initiation factor binding [GO:0031369]; zinc ion binding [GO:0008270]
NSUN5	Q8K4F6	reviewed	NSUN5_MOUSE	28S rRNA (cytosine-C(5))-methyltransferase (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 5) (Williams-Beuren syndrome chromosomal region 20A protein homolog)	Nsun5 Wbscr20a	Mus musculus (Mouse)	465	RNA binding [GO:0003723]; rRNA (cytosine-C5-)-methyltransferase activity [GO:0009383]
DDX54	Q8K4L0	reviewed	DDX54_MOUSE	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (DEAD box protein 54)	Ddx54	Mus musculus (Mouse)	874	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nuclear estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; signaling receptor binding [GO:0005102]; transcription corepressor activity [GO:0003714]
AGPAT4	Q8K4X7	reviewed	PLCD_MOUSE	1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (1-AGP acyltransferase 4) (1-AGPAT 4) (Lysophosphatidic acid acyltransferase delta) (LPAAT-delta)	Agpat4	Mus musculus (Mouse)	378	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; lysophosphatidic acid acyltransferase activity [GO:0042171]
EIF3L	Q8QZY1	reviewed	EIF3L_MOUSE	Eukaryotic translation initiation factor 3 subunit L (eIF3l) (66 kDa tyrosine-rich heat shock protein) (67 kDa polymerase-associated factor) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein) (HSP-66Y) (PAF67)	Eif3l Eif3eip Eif3s6ip Paf67	Mus musculus (Mouse)	564	translation initiation factor activity [GO:0003743]
RBMX2	Q8R0F5	reviewed	RBMX2_MOUSE	RNA-binding motif protein, X-linked 2	Rbmx2	Mus musculus (Mouse)	326	RNA binding [GO:0003723]
CCDC137	Q8R0K4	reviewed	CC137_MOUSE	Coiled-coil domain-containing protein 137	Ccdc137	Mus musculus (Mouse)	290	
IQSEC1	Q8R0S2	reviewed	IQEC1_MOUSE	IQ motif and SEC7 domain-containing protein 1	Iqsec1 Kiaa0763	Mus musculus (Mouse)	961	guanyl-nucleotide exchange factor activity [GO:0005085]; lipid binding [GO:0008289]; protein kinase binding [GO:0019901]
CIPC	Q8R0W1	reviewed	CIPC_MOUSE	CLOCK-interacting pacemaker (CLOCK-interacting circadian protein)	Cipc Kiaa1737	Mus musculus (Mouse)	432	
PRRG2	Q8R182	reviewed	TMG2_MOUSE	Transmembrane gamma-carboxyglutamic acid protein 2 (NEDD4 WW domain-binding protein 1) (Proline-rich gamma-carboxyglutamic acid protein 2) (Proline-rich Gla protein 2)	Prrg2 N4wbp1	Mus musculus (Mouse)	198	calcium ion binding [GO:0005509]
