From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
GALNT5	Q7Z7M9	reviewed	GALT5_HUMAN	Polypeptide N-acetylgalactosaminyltransferase 5 (EC 2.4.1.41) (Polypeptide GalNAc transferase 5) (GalNAc-T5) (pp-GaNTase 5) (Protein-UDP acetylgalactosaminyltransferase 5) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 5)	GALNT5	Homo sapiens (Human)	940	carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; polypeptide N-acetylgalactosaminyltransferase activity [GO:0004653]
NPM2	Q86SE8	reviewed	NPM2_HUMAN	Nucleoplasmin-2	NPM2	Homo sapiens (Human)	214	chromatin binding [GO:0003682]; enzyme binding [GO:0019899]; histone binding [GO:0042393]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]
USP37	Q86T82	reviewed	UBP37_HUMAN	Ubiquitin carboxyl-terminal hydrolase 37 (EC 3.4.19.12) (Deubiquitinating enzyme 37) (Ubiquitin thioesterase 37) (Ubiquitin-specific-processing protease 37)	USP37 KIAA1594	Homo sapiens (Human)	979	cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; protein kinase binding [GO:0019901]
TBC1D1	Q86TI0	reviewed	TBCD1_HUMAN	TBC1 domain family member 1	TBC1D1 KIAA1108	Homo sapiens (Human)	1168	GTPase activator activity [GO:0005096]
ZNF554	Q86TJ5	reviewed	ZN554_HUMAN	Zinc finger protein 554	ZNF554	Homo sapiens (Human)	538	DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
DDX53	Q86TM3	reviewed	DDX53_HUMAN	Probable ATP-dependent RNA helicase DDX53 (EC 3.6.4.13) (Cancer-associated gene protein) (Cancer/testis antigen 26) (CT26) (DEAD box protein 53) (DEAD box protein CAGE)	DDX53 CAGE	Homo sapiens (Human)	631	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
NOP9	Q86U38	reviewed	NOP9_HUMAN	Nucleolar protein 9	NOP9 C14orf21 KIAA2021	Homo sapiens (Human)	636	RNA binding [GO:0003723]
SAPCD2	Q86UD0	reviewed	SAPC2_HUMAN	Suppressor APC domain-containing protein 2 (Tumor specificity and mitosis phase-dependent expression protein) (TS/MDEP) (p42.3)	SAPCD2 C9orf140	Homo sapiens (Human)	394	
ABCA12	Q86UK0	reviewed	ABCAC_HUMAN	Glucosylceramide transporter ABCA12 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 12) (ATP-binding cassette transporter 12) (ATP-binding cassette 12)	ABCA12 ABC12	Homo sapiens (Human)	2595	ABC-type transporter activity [GO:0140359]; apolipoprotein A-I receptor binding [GO:0034191]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; ATPase-coupled lipid transmembrane transporter activity [GO:0034040]; ATPase-coupled transmembrane transporter activity [GO:0042626]; lipid transporter activity [GO:0005319]; signaling receptor binding [GO:0005102]
SMG6	Q86US8	reviewed	EST1A_HUMAN	Telomerase-binding protein EST1A (EC 3.1.-.-) (Ever shorter telomeres 1A) (hEST1A) (Nonsense mediated mRNA decay factor SMG6) (Smg-6 homolog) (hSmg5/7a)	SMG6 C17orf31 EST1A KIAA0732	Homo sapiens (Human)	1419	DNA polymerase binding [GO:0070182]; metal ion binding [GO:0046872]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; telomerase RNA binding [GO:0070034]; telomeric DNA binding [GO:0042162]
CAPS2	Q86UW7	reviewed	CAPS2_HUMAN	Calcium-dependent secretion activator 2 (Calcium-dependent activator protein for secretion 2) (CAPS-2)	CADPS2 CAPS2 KIAA1591	Homo sapiens (Human)	1296	lipid binding [GO:0008289]; metal ion binding [GO:0046872]
GLCCI1	Q86VQ1	reviewed	GLCI1_HUMAN	Glucocorticoid-induced transcript 1 protein	GLCCI1	Homo sapiens (Human)	547	
RPS19BP1	Q86WX3	reviewed	AROS_HUMAN	Active regulator of SIRT1 (40S ribosomal protein S19-binding protein 1) (RPS19-binding protein 1) (S19BP)	RPS19BP1 AROS	Homo sapiens (Human)	136	enzyme binding [GO:0019899]; RNA binding [GO:0003723]
HORMAD1	Q86X24	reviewed	HORM1_HUMAN	HORMA domain-containing protein 1 (Cancer/testis antigen 46) (CT46) (Newborn ovary HORMA protein)	HORMAD1 NOHMA	Homo sapiens (Human)	394	
FBXO11	Q86XK2	reviewed	FBX11_HUMAN	F-box only protein 11 (Protein arginine N-methyltransferase 9) (Vitiligo-associated protein 1) (VIT-1)	FBXO11 FBX11 PRMT9 VIT1 UG063H01	Homo sapiens (Human)	927	protein-arginine N-methyltransferase activity [GO:0016274]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
PRIMA1	Q86XR5	reviewed	PRIMA_HUMAN	Proline-rich membrane anchor 1 (PRiMA)	PRIMA1	Homo sapiens (Human)	153	
FAM90A1	Q86YD7	reviewed	F90A1_HUMAN	Protein FAM90A1	FAM90A1	Homo sapiens (Human)	464	
MYLK4	Q86YV6	reviewed	MYLK4_HUMAN	Myosin light chain kinase family member 4 (EC 2.7.11.1) (Sugen kinase 85) (SgK085)	MYLK4 SGK085	Homo sapiens (Human)	388	ATP binding [GO:0005524]; myosin light chain kinase activity [GO:0004687]; protein serine kinase activity [GO:0106310]
MED12L	Q86YW9	reviewed	MD12L_HUMAN	Mediator of RNA polymerase II transcription subunit 12-like protein (Mediator complex subunit 12-like protein) (Thyroid hormone receptor-associated-like protein) (Trinucleotide repeat-containing gene 11 protein-like)	MED12L KIAA1635 TNRC11L TRALP TRALPUSH PRO0314	Homo sapiens (Human)	2145	beta-catenin binding [GO:0008013]; transcription coactivator activity [GO:0003713]
TICAM1	Q8IUC6	reviewed	TCAM1_HUMAN	TIR domain-containing adapter molecule 1 (TICAM-1) (Proline-rich, vinculin and TIR domain-containing protein B) (Putative NF-kappa-B-activating protein 502H) (Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta) (MyD88-3) (TIR domain-containing adapter protein inducing IFN-beta)	TICAM1 PRVTIRB TRIF	Homo sapiens (Human)	712	molecular adaptor activity [GO:0060090]; protein kinase binding [GO:0019901]; signaling adaptor activity [GO:0035591]
RIOX2	Q8IUF8	reviewed	RIOX2_HUMAN	Ribosomal oxygenase 2 (60S ribosomal protein L27a histidine hydroxylase) (Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA) (EC 1.14.11.79) (Histone lysine demethylase MINA) (MYC-induced nuclear antigen) (Mineral dust-induced gene protein) (Nucleolar protein 52) (Ribosomal oxygenase MINA) (ROX)	RIOX2 MDIG MINA MINA53 NO52	Homo sapiens (Human)	465	histone demethylase activity [GO:0032452]; histone H3K36 demethylase activity [GO:0051864]; histone H3K4 demethylase activity [GO:0032453]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; peptidyl-histidine dioxygenase activity [GO:0036139]; transcription corepressor activity [GO:0003714]
GRAMD2A	Q8IUY3	reviewed	GRM2A_HUMAN	GRAM domain-containing protein 2A	GRAMD2A GRAMD2	Homo sapiens (Human)	354	phosphatidylinositol binding [GO:0035091]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]
LURAP1L	Q8IV03	reviewed	LUR1L_HUMAN	Leucine rich adaptor protein 1-like	LURAP1L C9orf150 HYST0841	Homo sapiens (Human)	228	
PSTK	Q8IV42	reviewed	PSTK_HUMAN	L-seryl-tRNA(Sec) kinase (EC 2.7.1.164) (O-phosphoseryl-tRNA(Sec) kinase)	PSTK C10orf89	Homo sapiens (Human)	348	ATP binding [GO:0005524]; kinase activity [GO:0016301]; L-seryl-tRNA(Sec) kinase activity [GO:0043915]; tRNA binding [GO:0000049]
P3H3	Q8IVL6	reviewed	P3H3_HUMAN	Prolyl 3-hydroxylase 3 (EC 1.14.11.7) (Leprecan-like protein 2) (Protein B)	P3H3 LEPREL2	Homo sapiens (Human)	736	iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; procollagen-proline 3-dioxygenase activity [GO:0019797]
PHF6	Q8IWS0	reviewed	PHF6_HUMAN	PHD finger protein 6 (PHD-like zinc finger protein)	PHF6 CENP-31 KIAA1823	Homo sapiens (Human)	365	DNA binding [GO:0003677]; enzyme binding [GO:0019899]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; phosphoprotein binding [GO:0051219]; ribonucleoprotein complex binding [GO:0043021]; RNA binding [GO:0003723]; scaffold protein binding [GO:0097110]; tubulin binding [GO:0015631]
HOMEZ	Q8IX15	reviewed	HOMEZ_HUMAN	Homeobox and leucine zipper protein Homez (Homeodomain leucine zipper-containing factor)	HOMEZ KIAA1443	Homo sapiens (Human)	550	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]
SIRT2	Q8IXJ6	reviewed	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2	Homo sapiens (Human)	389	chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; histone acetyltransferase binding [GO:0035035]; histone deacetylase activity [GO:0004407]; histone deacetylase binding [GO:0042826]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD+ binding [GO:0070403]; NAD-dependent histone deacetylase activity [GO:0017136]; NAD-dependent histone H4K16 deacetylase activity [GO:0046970]; NAD-dependent protein deacetylase activity [GO:0034979]; NAD-dependent protein demyristoylase activity [GO:0140773]; NAD-dependent protein depalmitoylase activity [GO:0140774]; protein lysine deacetylase activity [GO:0033558]; tubulin deacetylase activity [GO:0042903]; ubiquitin binding [GO:0043130]; zinc ion binding [GO:0008270]
ASXL1	Q8IXJ9	reviewed	ASXL1_HUMAN	Polycomb group protein ASXL1 (Additional sex combs-like protein 1)	ASXL1 KIAA0978	Homo sapiens (Human)	1541	chromatin binding [GO:0003682]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; nuclear retinoic acid receptor binding [GO:0042974]; peroxisome proliferator activated receptor binding [GO:0042975]; transcription coactivator activity [GO:0003713]
SLC35F3	Q8IY50	reviewed	S35F3_HUMAN	Solute carrier family 35 member F3 (Thiamine transporter SLC35F3)	SLC35F3	Homo sapiens (Human)	421	
FTSJ3	Q8IY81	reviewed	SPB1_HUMAN	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	FTSJ3 SB92	Homo sapiens (Human)	847	RNA 2'-O-methyltransferase activity [GO:0062105]; RNA binding [GO:0003723]; rRNA (guanine) methyltransferase activity [GO:0016435]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]
ELOA2	Q8IYF1	reviewed	ELOA2_HUMAN	Elongin-A2 (EloA2) (RNA polymerase II transcription factor SIII subunit A2) (Transcription elongation factor B polypeptide 3B)	ELOA2 TCEB3B TCEB3L	Homo sapiens (Human)	753	
ZZZ3	Q8IYH5	reviewed	ZZZ3_HUMAN	ZZ-type zinc finger-containing protein 3	ZZZ3	Homo sapiens (Human)	903	DNA binding [GO:0003677]; histone reader activity [GO:0140566]; lysine-acetylated histone binding [GO:0070577]; methylated histone binding [GO:0035064]; zinc ion binding [GO:0008270]
GPR65	Q8IYL9	reviewed	PSYR_HUMAN	Psychosine receptor (G-protein coupled receptor 65) (T-cell death-associated gene 8 protein)	GPR65 TDAG8	Homo sapiens (Human)	337	G protein-coupled receptor activity [GO:0004930]
KIAA0319L	Q8IZA0	reviewed	K319L_HUMAN	Dyslexia-associated protein KIAA0319-like protein (Adeno-associated virus receptor) (AAVR)	KIAA0319L AAVR KIAA1837 PP791	Homo sapiens (Human)	1049	
WDFY3	Q8IZQ1	reviewed	WDFY3_HUMAN	WD repeat and FYVE domain-containing protein 3 (Autophagy-linked FYVE protein) (Alfy)	WDFY3 KIAA0993	Homo sapiens (Human)	3526	1-phosphatidylinositol binding [GO:0005545]; metal ion binding [GO:0046872]
SELENOH	Q8IZQ5	reviewed	SELH_HUMAN	Selenoprotein H (SelH)	SELENOH C11orf31 SELH	Homo sapiens (Human)	122	RNA binding [GO:0003723]
RBIS	Q8N0T1	reviewed	RBIS_HUMAN	Ribosomal biogenesis factor	RBIS C8orf59	Homo sapiens (Human)	100	
ZNF444	Q8N0Y2	reviewed	ZN444_HUMAN	Zinc finger protein 444 (Endothelial zinc finger protein 2) (EZF-2) (Zinc finger and SCAN domain-containing protein 17)	ZNF444 EZF2 ZSCAN17	Homo sapiens (Human)	327	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
EID3	Q8N140	reviewed	EID3_HUMAN	EP300-interacting inhibitor of differentiation 3 (EID-3) (E1A-like inhibitor of differentiation 3) (EID-1-like inhibitor of differentiation 3) (Non-structural maintenance of chromosomes element 4 homolog B) (NS4EB) (Non-SMC element 4 homolog B)	EID3	Homo sapiens (Human)	333	
C14orf39	Q8N1H7	reviewed	S6OS1_HUMAN	Protein SIX6OS1 (Six6 opposite strand transcript 1)	SIX6OS1 C14orf39	Homo sapiens (Human)	587	
DOCK4	Q8N1I0	reviewed	DOCK4_HUMAN	Dedicator of cytokinesis protein 4	DOCK4 KIAA0716	Homo sapiens (Human)	1966	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; PDZ domain binding [GO:0030165]; receptor tyrosine kinase binding [GO:0030971]; SH3 domain binding [GO:0017124]; small GTPase binding [GO:0031267]
BATF2	Q8N1L9	reviewed	BATF2_HUMAN	Basic leucine zipper transcriptional factor ATF-like 2 (B-ATF-2) (Suppressor of AP-1 regulated by IFN) (SARI)	BATF2	Homo sapiens (Human)	274	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
CA13	Q8N1Q1	reviewed	CAH13_HUMAN	Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII)	CA13	Homo sapiens (Human)	262	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
PELI3	Q8N2H9	reviewed	PELI3_HUMAN	E3 ubiquitin-protein ligase pellino homolog 3 (Pellino-3) (EC 2.3.2.27)	PELI3	Homo sapiens (Human)	469	ubiquitin protein ligase activity [GO:0061630]
ZCCHC7	Q8N3Z6	reviewed	ZCHC7_HUMAN	Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7)	ZCCHC7 HSPC086	Homo sapiens (Human)	543	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
NIN	Q8N4C6	reviewed	NIN_HUMAN	Ninein (hNinein) (Glycogen synthase kinase 3 beta-interacting protein) (GSK3B-interacting protein)	NIN KIAA1565	Homo sapiens (Human)	2090	calcium ion binding [GO:0005509]; GTP binding [GO:0005525]; kinase binding [GO:0019900]; microtubule minus-end binding [GO:0051011]
TMEM151A	Q8N4L1	reviewed	T151A_HUMAN	Transmembrane protein 151A	TMEM151A TMEM151	Homo sapiens (Human)	468	
CCDC24	Q8N4L8	reviewed	CCD24_HUMAN	Coiled-coil domain-containing protein 24	CCDC24	Homo sapiens (Human)	307	
KIF2B	Q8N4N8	reviewed	KIF2B_HUMAN	Kinesin-like protein KIF2B	KIF2B	Homo sapiens (Human)	673	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]
ZNF276	Q8N554	reviewed	ZN276_HUMAN	Zinc finger protein 276 (Zfp-276) (Zinc finger protein 477)	ZNF276 CENP-Z ZFP276 ZNF477	Homo sapiens (Human)	614	chromatin insulator sequence binding [GO:0043035]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]
ZCCHC9	Q8N567	reviewed	ZCHC9_HUMAN	Zinc finger CCHC domain-containing protein 9	ZCCHC9	Homo sapiens (Human)	271	RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
SMIM20	Q8N5G0	reviewed	SIM20_HUMAN	Small integral membrane protein 20 (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 7 kDa) (MITRAC7) [Cleaved into: Phoenixin-14 (PNX-14); Phoenixin-20 (PNX-20)]	SMIM20 C4orf52 MITRAC7	Homo sapiens (Human)	67	
RPP25L	Q8N5L8	reviewed	RP25L_HUMAN	Ribonuclease P protein subunit p25-like protein (RNase P protein subunit-like p25) (Rpp25-like protein)	RPP25L C9orf23	Homo sapiens (Human)	163	RNA binding [GO:0003723]
GPR161	Q8N6U8	reviewed	GP161_HUMAN	G-protein coupled receptor 161 (G-protein coupled receptor RE2)	GPR161	Homo sapiens (Human)	529	G protein-coupled receptor activity [GO:0004930]
TMEM217	Q8N7C4	reviewed	TM217_HUMAN	Transmembrane protein 217	TMEM217 C6orf128	Homo sapiens (Human)	229	
ANKRD31	Q8N7Z5	reviewed	ANR31_HUMAN	Ankyrin repeat domain-containing protein 31	ANKRD31	Homo sapiens (Human)	1873	
TSPYL6	Q8N831	reviewed	TSYL6_HUMAN	Testis-specific Y-encoded-like protein 6 (TSPY-like protein 6)	TSPYL6	Homo sapiens (Human)	410	chromatin binding [GO:0003682]; histone binding [GO:0042393]
ZNF713	Q8N859	reviewed	ZN713_HUMAN	Zinc finger protein 713	ZNF713	Homo sapiens (Human)	443	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
DDX51	Q8N8A6	reviewed	DDX51_HUMAN	ATP-dependent RNA helicase DDX51 (EC 3.6.4.13) (DEAD box protein 51)	DDX51	Homo sapiens (Human)	666	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
PDCD7	Q8N8D1	reviewed	PDCD7_HUMAN	Programmed cell death protein 7 (ES18) (hES18)	PDCD7	Homo sapiens (Human)	485	
ZNF615	Q8N8J6	reviewed	ZN615_HUMAN	Zinc finger protein 615	ZNF615	Homo sapiens (Human)	731	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
ZFP41	Q8N8Y5	reviewed	ZFP41_HUMAN	Zinc finger protein 41 homolog (Zfp-41)	ZFP41	Homo sapiens (Human)	198	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]
FAM133A	Q8N9E0	reviewed	F133A_HUMAN	Protein FAM133A	FAM133A	Homo sapiens (Human)	248	
DTX3	Q8N9I9	reviewed	DTX3_HUMAN	Probable E3 ubiquitin-protein ligase DTX3 (EC 2.3.2.27) (Protein deltex-3) (Deltex3) (RING finger protein 154) (RING-type E3 ubiquitin transferase DTX3)	DTX3 RNF154	Homo sapiens (Human)	347	metal ion binding [GO:0046872]; transferase activity [GO:0016740]
KRI1	Q8N9T8	reviewed	KRI1_HUMAN	Protein KRI1 homolog	KRI1	Homo sapiens (Human)	703	RNA binding [GO:0003723]
WDSUB1	Q8N9V3	reviewed	WSDU1_HUMAN	WD repeat, SAM and U-box domain-containing protein 1	WDSUB1 WDSAM1	Homo sapiens (Human)	476	ubiquitin-protein transferase activity [GO:0004842]
LRRC75A	Q8NAA5	reviewed	LR75A_HUMAN	Leucine-rich repeat-containing protein 75A (Leucine-rich repeat-containing protein FAM211A)	LRRC75A C17orf76 FAM211A	Homo sapiens (Human)	344	
CYB561A3	Q8NBI2	reviewed	CYAC3_HUMAN	Lysosomal membrane ascorbate-dependent ferrireductase CYB561A3 (EC 7.2.1.3) (Cytochrome b ascorbate-dependent protein 3) (Cytochrome b561 family member A3) (Lysosomal cytochrome b) (LCytb)	CYB561A3 CYBASC3 PSEC0259	Homo sapiens (Human)	242	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; transmembrane ascorbate ferrireductase activity [GO:0140571]
MFSD9	Q8NBP5	reviewed	MFSD9_HUMAN	Major facilitator superfamily domain-containing protein 9	MFSD9 PSEC0066	Homo sapiens (Human)	474	transmembrane transporter activity [GO:0022857]
SPC24	Q8NBT2	reviewed	SPC24_HUMAN	Kinetochore protein Spc24 (hSpc24)	SPC24 SPBC24	Homo sapiens (Human)	197	
KCTD6	Q8NC69	reviewed	KCTD6_HUMAN	BTB/POZ domain-containing protein KCTD6 (KCASH3 protein) (Potassium channel tetramerization domain-containing protein 6)	KCTD6	Homo sapiens (Human)	237	ankyrin binding [GO:0030506]; cullin family protein binding [GO:0097602]; identical protein binding [GO:0042802]
HJURP	Q8NCD3	reviewed	HJURP_HUMAN	Holliday junction recognition protein (14-3-3-associated AKT substrate) (Fetal liver-expressing gene 1 protein) (Up-regulated in lung cancer 9)	HJURP FAKTS FLEG1 URLC9	Homo sapiens (Human)	748	DNA binding [GO:0003677]; histone binding [GO:0042393]; identical protein binding [GO:0042802]
RNF169	Q8NCN4	reviewed	RN169_HUMAN	E3 ubiquitin-protein ligase RNF169 (EC 2.3.2.27) (RING finger protein 169) (RING-type E3 ubiquitin transferase RNF169)	RNF169 KIAA1991	Homo sapiens (Human)	708	K63-linked polyubiquitin modification-dependent protein binding [GO:0070530]; metal ion binding [GO:0046872]; nucleosome binding [GO:0031491]; ubiquitin modification-dependent histone binding [GO:0061649]; ubiquitin-protein transferase activity [GO:0004842]
TMEM35B	Q8NCS4	reviewed	TM35B_HUMAN	Transmembrane protein 35B (ZMYM6 neighbor protein)	TMEM35B ZMYM6NB	Homo sapiens (Human)	154	
C2CD4A	Q8NCU7	reviewed	C2C4A_HUMAN	C2 calcium-dependent domain-containing protein 4A (Nuclear-localized factor 1) (Protein FAM148A)	C2CD4A FAM148A NLF1	Homo sapiens (Human)	369	
KREMEN2	Q8NCW0	reviewed	KREM2_HUMAN	Kremen protein 2 (Dickkopf receptor 2) (Kringle domain-containing transmembrane protein 2) (Kringle-containing protein marking the eye and the nose)	KREMEN2 KRM2	Homo sapiens (Human)	462	
