sample,spot_id,pixels,mean_intensity,centroid_r,centroid_c,microns
Control-roi-05,1081,9,0.013329603,1675,1661,0.016276912
Control-roi-05,1082,14,0.02324712,1676,290,0.02531964
Control-roi-05,1083,9,0.026971169,1676,302,0.016276912
Control-roi-05,1084,50,0.035838865,1678,778,0.090427286
Control-roi-05,1085,12,0.03156583,1679,278,0.021702549
Control-roi-05,1086,16,0.032821202,1680,320,0.028936732
Control-roi-05,1087,58,0.03769452,1682,732,0.104895652
Control-roi-05,1088,18,0.023670134,1680,698,0.032553823
Control-roi-05,1089,39,0.036170925,1684,751,0.070533283
Control-roi-05,1090,33,0.044803263,1682,1140,0.059682009
Control-roi-05,1091,15,0.02811017,1682,296,0.027128186
Control-roi-05,1092,33,0.038593766,1685,256,0.059682009
Control-roi-05,1093,15,0.03358409,1683,284,0.027128186
Control-roi-05,1094,44,0.064153783,1686,762,0.079576012
Control-roi-05,1095,52,0.05016022,1685,1128,0.094044378
Control-roi-05,1096,23,0.02656463,1687,1155,0.041596552
Control-roi-05,1097,23,0.034541118,1688,277,0.041596552
Control-roi-05,1098,50,0.037062028,1691,241,0.090427286
Control-roi-05,1099,40,0.047930877,1690,324,0.072341829
Control-roi-05,1100,15,0.022551817,1688,336,0.027128186
Control-roi-05,1101,16,0.031565194,1690,736,0.028936732
Control-roi-05,1102,22,0.026246211,1691,1117,0.039788006
Control-roi-05,1103,30,0.041834134,1692,768,0.054256372
Control-roi-05,1104,73,0.034149273,1697,1176,0.132023838
Control-roi-05,1105,9,0.027003382,1693,1135,0.016276912
Control-roi-05,1106,22,0.025943805,1694,294,0.039788006
Control-roi-05,1107,23,0.027842407,1695,1085,0.041596552
Control-roi-05,1108,14,0.025905459,1694,1160,0.02531964
Control-roi-05,1109,23,0.033465689,1696,1107,0.041596552
Control-roi-05,1110,24,0.035516645,1697,265,0.043405097
Control-roi-05,1111,41,0.041746823,1697,1096,0.074150375
Control-roi-05,1112,23,0.025321352,1699,756,0.041596552
Control-roi-05,1113,40,0.053031586,1700,1141,0.072341829
Control-roi-05,1114,9,0.026969473,1700,274,0.016276912
Control-roi-05,1115,18,0.027952833,1700,329,0.032553823
Control-roi-05,1116,12,0.032129142,1701,1170,0.021702549
Control-roi-05,1117,17,0.029288346,1703,323,0.030745277
Control-roi-05,1118,19,0.029475612,1704,255,0.034362369
Control-roi-05,1119,24,0.032915618,1705,1122,0.043405097
Control-roi-05,1120,27,0.024668187,1706,1204,0.048830735
Control-roi-05,1121,36,0.039133033,1706,283,0.065107646
Control-roi-05,1122,42,0.044486952,1707,1100,0.075958921
Control-roi-05,1123,38,0.033817205,1708,1157,0.068724738
Control-roi-05,1124,39,0.049377021,1708,264,0.070533283
Control-roi-05,1125,9,0.03919195,1707,1140,0.016276912
Control-roi-05,1126,18,0.024511076,1708,1216,0.032553823
Control-roi-05,1127,15,0.024175377,1710,317,0.027128186
Control-roi-05,1128,39,0.035629034,1711,330,0.070533283
Control-roi-05,1129,43,0.040703618,1712,1088,0.077767466
Control-roi-05,1130,9,0.028932801,1709,1133,0.016276912
Control-roi-05,1131,40,0.029664683,1713,1172,0.072341829
Control-roi-05,1132,22,0.026049925,1713,1233,0.039788006
Control-roi-05,1133,12,0.020602223,1712,1240,0.021702549
Control-roi-05,1134,26,0.026477337,1714,297,0.047022189
Control-roi-05,1135,9,0.015810042,1713,1256,0.016276912
Control-roi-05,1136,25,0.027570001,1716,1214,0.045213643
Control-roi-05,1137,38,0.051137399,1717,1140,0.068724738
Control-roi-05,1138,9,0.031782847,1716,1157,0.016276912
Control-roi-05,1139,9,0.033456253,1717,260,0.016276912
Control-roi-05,1140,53,0.041275654,1723,258,0.095852924
Control-roi-05,1141,22,0.036295664,1719,1149,0.039788006
Control-roi-05,1142,15,0.028464179,1721,1163,0.027128186
Control-roi-05,1143,36,0.050696405,1723,282,0.065107646
Control-roi-05,1144,27,0.036489973,1724,309,0.048830735
Control-roi-05,1145,51,0.045485648,1725,1254,0.092235832
Control-roi-05,1146,9,0.030646898,1725,300,0.016276912
Control-roi-05,1147,33,0.029881789,1727,825,0.059682009
Control-roi-05,1148,19,0.021446154,1728,1231,0.034362369
Control-roi-05,1149,74,0.115605031,1731,288,0.133832384
Control-roi-05,1150,54,0.052651255,1731,1107,0.097661469
Control-roi-05,1151,9,0.017922569,1729,835,0.016276912
Control-roi-05,1152,15,0.027902647,1732,304,0.027128186
Control-roi-05,1153,23,0.035520349,1732,1117,0.041596552
Control-roi-05,1154,53,0.046224184,1735,1140,0.095852924
Control-roi-05,1155,22,0.024880529,1735,1086,0.039788006
Control-roi-05,1156,29,0.036290163,1735,1171,0.052447826
Control-roi-05,1157,19,0.031280192,1736,1097,0.034362369
Control-roi-05,1158,33,0.027247527,1738,811,0.059682009
Control-roi-05,1159,14,0.01949667,1738,1234,0.02531964
Control-roi-05,1160,40,0.052823682,1740,836,0.072341829
Control-roi-05,1161,15,0.020578317,1741,1151,0.027128186
Control-roi-05,1162,31,0.044072485,1742,1119,0.056064918
Control-roi-05,1163,39,0.048907121,1742,1217,0.070533283
Control-roi-05,1164,33,0.048612469,1743,826,0.059682009
Control-roi-05,1165,37,0.036032737,1745,1171,0.066916192
Control-roi-05,1166,26,0.024993691,1743,1254,0.047022189
Control-roi-05,1167,40,0.038160525,1748,846,0.072341829
Control-roi-05,1168,12,0.019562066,1748,1101,0.021702549
Control-roi-05,1169,48,0.055947204,1750,1138,0.086810195
Control-roi-05,1170,24,0.039128583,1749,1224,0.043405097
Control-roi-05,1171,42,0.061349987,1750,1124,0.075958921
Control-roi-05,1172,16,0.039331083,1750,832,0.028936732
Control-roi-05,1173,9,0.032026992,1751,823,0.016276912
Control-roi-05,1174,29,0.035222032,1753,803,0.052447826
Control-roi-05,1175,36,0.043832812,1754,1246,0.065107646
Control-roi-05,1176,37,0.036132951,1755,1258,0.066916192
Control-roi-05,1177,42,0.044566517,1756,1232,0.075958921
Control-roi-05,1178,28,0.025906004,1757,1274,0.05063928
Control-roi-05,1179,15,0.022825462,1756,1156,0.027128186
Control-roi-05,1180,20,0.036193637,1760,810,0.036170915
Control-roi-05,1181,15,0.027111213,1759,1222,0.027128186
Control-roi-05,1182,14,0.023117418,1762,838,0.02531964
Control-roi-05,1183,82,0.041387492,1767,862,0.14830075
Control-roi-05,1184,52,0.046122741,1766,787,0.094044378
Control-roi-05,1185,34,0.043099107,1766,1148,0.061490555
Control-roi-05,1186,36,0.038656189,1766,1162,0.065107646
Control-roi-05,1187,32,0.034326123,1768,824,0.057873463
Control-roi-05,1188,27,0.042659139,1769,810,0.048830735
Control-roi-05,1189,15,0.029884286,1770,835,0.027128186
Control-roi-05,1190,31,0.04297482,1773,841,0.056064918
Control-roi-05,1191,26,0.032275766,1774,1157,0.047022189
Control-roi-05,1192,47,0.065542369,1777,807,0.085001649
Control-roi-05,1193,30,0.03333842,1776,849,0.054256372
Control-roi-05,1194,12,0.018713919,1778,795,0.021702549
Control-roi-05,1195,16,0.021455138,1780,1168,0.028936732
Control-roi-05,1196,29,0.031533032,1782,829,0.052447826
Control-roi-05,1197,15,0.029901579,1783,820,0.027128186
Control-roi-05,1198,46,0.046722462,1786,860,0.083193104
Control-roi-05,1199,22,0.034898077,1786,808,0.039788006
Control-roi-05,1200,33,0.032066603,1787,1163,0.059682009
Control-roi-05,1201,31,0.026743651,1792,835,0.056064918
Control-roi-05,1202,37,0.028560353,1796,820,0.066916192
Control-roi-05,1203,19,0.025347645,1798,847,0.034362369
Control-roi-05,1204,23,0.024578304,1803,947,0.041596552
Control-roi-05,1205,42,0.048532409,1807,840,0.075958921
Control-roi-05,1206,28,0.027755071,1810,826,0.05063928
Control-roi-05,1207,9,0.015333622,1809,961,0.016276912
Control-roi-05,1208,27,0.025029882,1819,953,0.048830735
Control-roi-05,1209,41,0.026527623,1832,1006,0.074150375
Control-roi-05,1210,15,0.022872257,1835,908,0.027128186
Control-roi-05,1211,21,0.056451115,1837,927,0.03797946
Control-roi-05,1212,13,0.025537734,1837,943,0.023511094
Control-roi-05,1213,14,0.030684803,1837,954,0.02531964
Control-roi-07,1,57,0.026046615,16,938,0.103087107
Control-roi-07,2,15,0.017171486,20,957,0.027128186
Control-roi-07,3,48,0.04826365,29,954,0.086810195
Control-roi-07,4,71,0.039733418,32,929,0.128406747
Control-roi-07,5,16,0.022533761,34,942,0.028936732
Control-roi-07,6,9,0.019960496,42,925,0.016276912
Control-roi-07,7,12,0.017125709,54,876,0.021702549
Control-roi-07,8,55,0.041636045,56,920,0.099470015
Control-roi-07,9,39,0.031421847,60,415,0.070533283
Control-roi-07,10,32,0.020777066,61,1192,0.057873463
Control-roi-07,11,27,0.02033406,64,427,0.048830735
Control-roi-07,12,37,0.035836844,65,877,0.066916192
Control-roi-07,13,9,0.012164831,66,399,0.016276912
Control-roi-07,14,9,0.015008096,66,867,0.016276912
Control-roi-07,15,15,0.016644541,68,898,0.027128186
Control-roi-07,16,29,0.021905641,69,390,0.052447826
Control-roi-07,17,23,0.030685893,72,884,0.041596552
Control-roi-07,18,30,0.023499911,74,1466,0.054256372
Control-roi-07,19,15,0.030496681,78,885,0.027128186
Control-roi-07,20,9,0.017391894,77,1483,0.016276912
Control-roi-07,21,16,0.017005226,78,870,0.028936732
Control-roi-07,22,39,0.032349909,81,896,0.070533283
Control-roi-07,23,39,0.027890753,83,1437,0.070533283
Control-roi-07,24,32,0.02859493,83,1453,0.057873463
Control-roi-07,25,45,0.020607479,83,1477,0.081384558
Control-roi-07,26,46,0.049895343,86,879,0.083193104
Control-roi-07,27,41,0.024958922,89,840,0.074150375
Control-roi-07,28,23,0.029140751,88,902,0.041596552
Control-roi-07,29,9,0.018710952,87,1488,0.016276912
Control-roi-07,30,9,0.014087468,88,1426,0.016276912
Control-roi-07,31,15,0.024411383,91,870,0.027128186
Control-roi-07,32,30,0.021306172,93,1399,0.054256372
Control-roi-07,33,28,0.021380615,92,1446,0.05063928
Control-roi-07,34,43,0.036898799,94,853,0.077767466
Control-roi-07,35,38,0.037520329,94,891,0.068724738
Control-roi-07,36,32,0.026735237,94,1387,0.057873463
Control-roi-07,37,24,0.022738486,94,423,0.043405097
Control-roi-07,38,38,0.021866178,98,1489,0.068724738
Control-roi-07,39,41,0.027789656,100,417,0.074150375
Control-roi-07,40,46,0.029969051,99,1469,0.083193104
Control-roi-07,41,22,0.015470567,99,390,0.039788006
Control-roi-07,42,9,0.021498266,98,899,0.016276912
Control-roi-07,43,16,0.02099546,100,1392,0.028936732
Control-roi-07,44,16,0.019430457,100,1438,0.028936732
Control-roi-07,45,12,0.019996948,101,846,0.021702549
Control-roi-07,46,32,0.031493191,102,868,0.057873463
Control-roi-07,47,12,0.026976679,102,858,0.021702549
Control-roi-07,48,42,0.029653003,104,1454,0.075958921
Control-roi-07,49,9,0.01603045,103,1426,0.016276912
Control-roi-07,50,87,0.043727797,106,887,0.157343478
Control-roi-07,51,28,0.018758243,106,1408,0.05063928
Control-roi-07,52,21,0.03702202,110,858,0.03797946
Control-roi-07,53,31,0.02393353,112,844,0.056064918
Control-roi-07,54,18,0.017243542,112,1434,0.032553823
Control-roi-07,55,9,0.014084077,113,410,0.016276912
Control-roi-07,56,67,0.056912735,116,864,0.121172564
Control-roi-07,57,18,0.017920873,117,428,0.032553823
Control-roi-07,58,16,0.018866827,122,1434,0.028936732
Control-roi-07,59,15,0.016106406,125,852,0.027128186
Control-roi-07,60,23,0.020484242,136,1589,0.041596552
Control-roi-07,61,23,0.018925168,139,525,0.041596552
Control-roi-07,62,12,0.01630808,138,1572,0.021702549
Control-roi-07,63,65,0.045520714,150,1551,0.117555472
Control-roi-07,64,35,0.037000948,148,1573,0.063299101
Control-roi-07,65,31,0.023958141,149,522,0.056064918
Control-roi-07,66,45,0.030130804,150,1596,0.081384558
Control-roi-07,67,36,0.029045124,150,1612,0.065107646
Control-roi-07,68,31,0.026755957,154,1538,0.056064918
Control-roi-07,69,39,0.028280445,159,1586,0.070533283
Control-roi-07,70,12,0.019759162,156,1613,0.021702549
Control-roi-07,71,9,0.0241296,158,1550,0.016276912
Control-roi-07,72,15,0.015245797,160,1523,0.027128186
Control-roi-07,73,15,0.018564126,160,1573,0.027128186
Control-roi-07,74,16,0.02017052,164,1562,0.028936732
Control-roi-07,75,12,0.016049948,168,1580,0.021702549
Control-roi-07,76,42,0.031816151,171,1535,0.075958921
Control-roi-07,77,22,0.017188595,176,1588,0.039788006
Control-roi-07,78,14,0.020077603,182,1550,0.02531964
Control-roi-07,79,22,0.016125318,182,1576,0.039788006
Control-roi-07,80,38,0.020887995,188,1537,0.068724738
Control-roi-07,81,9,0.017708943,190,1552,0.016276912
Control-roi-07,82,21,0.01684596,192,36,0.03797946
Control-roi-07,83,35,0.018929907,195,26,0.063299101
Control-roi-07,84,26,0.016304265,202,1558,0.047022189
Control-roi-07,85,40,0.025443656,214,25,0.072341829
Control-roi-07,86,53,0.052021461,222,1830,0.095852924
Control-roi-07,87,35,0.019188874,223,40,0.063299101
Control-roi-07,88,22,0.014620224,222,1136,0.039788006
Control-roi-07,89,24,0.020012843,224,326,0.043405097
Control-roi-07,90,42,0.026895843,237,320,0.075958921
Control-roi-07,91,34,0.025124428,237,1116,0.061490555
Control-roi-07,92,31,0.023125294,241,1137,0.056064918
Control-roi-07,93,15,0.012575469,241,1830,0.027128186
Control-roi-07,94,27,0.021718674,246,313,0.048830735
Control-roi-07,95,15,0.014665955,251,1123,0.027128186
Control-roi-07,96,84,0.025152499,257,14,0.151917841
Control-roi-07,97,37,0.031153561,255,1135,0.066916192
Control-roi-07,98,19,0.021393952,254,1145,0.034362369
Control-roi-07,99,9,0.013400812,254,1053,0.016276912
Control-roi-07,100,9,0.020184295,262,1067,0.016276912
Control-roi-07,101,9,0.016038927,263,1146,0.016276912
Control-roi-07,102,27,0.01771855,267,1124,0.048830735
Control-roi-07,103,56,0.03770695,271,1062,0.101278561
Control-roi-07,104,12,0.013178709,276,1146,0.021702549
Control-roi-07,105,9,0.012364894,281,1138,0.016276912
Control-roi-07,106,30,0.018388647,286,1080,0.054256372
Control-roi-07,107,18,0.017463951,286,22,0.032553823
Control-roi-07,108,29,0.019759907,290,1091,0.052447826
Control-roi-07,109,51,0.022600706,298,1071,0.092235832
Control-roi-07,110,30,0.023345795,299,6,0.054256372
Control-roi-07,111,43,0.032293413,302,296,0.077767466
Control-roi-07,112,12,0.017316447,299,1090,0.021702549
Control-roi-07,113,39,0.029429958,302,279,0.070533283
Control-roi-07,114,15,0.013815518,305,1478,0.027128186
Control-roi-07,115,51,0.03494316,312,1464,0.092235832
Control-roi-07,116,12,0.016119885,311,6,0.021702549
Control-roi-07,117,30,0.027904173,312,306,0.054256372
Control-roi-07,118,19,0.016791349,313,20,0.034362369
Control-roi-07,119,49,0.027518556,315,271,0.088618741
Control-roi-07,120,37,0.033524071,313,284,0.066916192
Control-roi-07,121,23,0.017567115,317,29,0.041596552
Control-roi-07,122,27,0.020314279,319,314,0.048830735
Control-roi-07,123,9,0.013780592,320,262,0.016276912
Control-roi-07,124,22,0.035274697,322,286,0.039788006
Control-roi-07,125,30,0.020383001,325,304,0.054256372
Control-roi-07,126,35,0.029371873,330,289,0.063299101
Control-roi-07,127,33,0.02476678,332,1459,0.059682009
Control-roi-07,128,41,0.044797511,335,271,0.074150375
Control-roi-07,129,46,0.033566531,339,1423,0.083193104
Control-roi-07,130,19,0.015104022,338,405,0.034362369
Control-roi-07,131,36,0.039608606,341,1407,0.065107646
Control-roi-07,132,32,0.034229324,342,1440,0.057873463
Control-roi-07,133,70,0.040416571,346,273,0.126598201
Control-roi-07,134,26,0.027588312,343,1448,0.047022189
Control-roi-07,135,30,0.024000916,347,312,0.054256372
Control-roi-07,136,28,0.020794232,347,396,0.05063928
Control-roi-07,137,12,0.018261234,348,299,0.021702549
Control-roi-07,138,23,0.035523666,349,1406,0.041596552
Control-roi-07,139,57,0.031417791,349,1418,0.103087107
Control-roi-07,140,42,0.034728081,351,284,0.075958921
Control-roi-07,141,41,0.02917525,351,1386,0.074150375
Control-roi-07,142,34,0.030936769,352,406,0.061490555
Control-roi-07,143,44,0.028703954,356,297,0.079576012
Control-roi-07,144,46,0.026425972,358,1396,0.083193104
Control-roi-07,145,18,0.018700779,359,1432,0.032553823
Control-roi-07,146,9,0.011751142,360,314,0.016276912
Control-roi-07,147,18,0.016660309,362,406,0.032553823
Control-roi-07,148,26,0.021886132,367,364,0.047022189
Control-roi-07,149,9,0.016459398,366,1406,0.016276912
Control-roi-07,150,51,0.026776591,369,1416,0.092235832
Control-roi-07,151,46,0.025192313,367,1434,0.083193104
Control-roi-07,152,103,0.032770157,375,302,0.18628021
Control-roi-07,153,26,0.01941065,370,1359,0.047022189
Control-roi-07,154,70,0.038723692,375,1385,0.126598201
Control-roi-07,155,28,0.024486915,374,363,0.05063928
Control-roi-07,156,30,0.022600646,377,1403,0.054256372
Control-roi-07,157,26,0.02429471,379,290,0.047022189
Control-roi-07,158,27,0.020809915,380,1423,0.048830735
Control-roi-07,159,25,0.02169955,380,380,0.045213643
Control-roi-07,160,41,0.025357517,381,397,0.074150375
Control-roi-07,161,23,0.025230461,383,1376,0.041596552
Control-roi-07,162,38,0.019581341,384,368,0.068724738
Control-roi-07,163,26,0.029074892,385,1386,0.047022189
Control-roi-07,164,48,0.054786882,390,1400,0.086810195
Control-roi-07,165,9,0.017517357,389,388,0.016276912
Control-roi-07,166,41,0.028944504,393,379,0.074150375
Control-roi-07,167,40,0.034282826,395,1375,0.072341829
Control-roi-07,168,32,0.05163653,400,1394,0.057873463
Control-roi-07,169,40,0.040726711,403,1386,0.072341829
Control-roi-07,170,55,0.027776691,405,1463,0.099470015
Control-roi-07,171,21,0.015394173,407,381,0.03797946
Control-roi-07,172,55,0.058541376,410,1403,0.099470015
Control-roi-07,173,19,0.024039384,415,1467,0.034362369
Control-roi-07,174,32,0.036452373,417,1391,0.057873463
Control-roi-07,175,79,0.034635855,423,1430,0.142875113
Control-roi-07,176,22,0.025012311,420,1458,0.039788006
Control-roi-07,177,35,0.033324832,423,1400,0.063299101
Control-roi-07,178,75,0.039998372,430,1467,0.13564093
Control-roi-07,179,52,0.048570934,430,1447,0.094044378
Control-roi-07,180,30,0.020184634,429,1481,0.054256372
Control-roi-07,181,78,0.031977432,439,1430,0.141066567
Control-roi-07,182,40,0.03274815,437,1394,0.072341829
Control-roi-07,183,33,0.042480192,438,1457,0.059682009
Control-roi-07,184,29,0.038383806,442,1473,0.052447826
Control-roi-07,185,41,0.037434847,445,1442,0.074150375
Control-roi-07,186,51,0.031317198,446,1491,0.092235832
Control-roi-07,187,20,0.025446708,448,1453,0.036170915
Control-roi-07,188,53,0.032145865,450,1477,0.095852924
Control-roi-07,189,31,0.026854894,456,1452,0.056064918
Control-roi-07,190,12,0.025260039,455,1488,0.021702549
Control-roi-07,191,30,0.026276036,501,557,0.054256372
Control-roi-07,192,26,0.019489879,501,578,0.047022189
Control-roi-07,193,31,0.032422468,509,556,0.056064918
Control-roi-07,194,47,0.041413959,510,566,0.085001649
Control-roi-07,195,27,0.019519115,519,572,0.048830735
Control-roi-07,196,19,0.023228247,523,133,0.034362369
Control-roi-07,197,52,0.035137713,531,86,0.094044378
Control-roi-07,198,39,0.033937238,531,113,0.070533283
Control-roi-07,199,77,0.059477289,533,130,0.139258021
